id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage
507917,Male,28,1,28.0,1,1-2 Year,No,39744.0,124.0,91
484169,Male,23,1,15.0,1,< 1 Year,No,2630.0,160.0,251
404906,Male,54,1,28.0,0,1-2 Year,Yes,28942.0,26.0,180
410608,Male,25,1,12.0,1,< 1 Year,No,31836.0,152.0,33
399452,Male,73,1,28.0,0,1-2 Year,Yes,27963.0,124.0,165
473485,Male,26,1,28.0,1,< 1 Year,No,35986.0,152.0,53
479189,Male,39,1,31.0,0,1-2 Year,Yes,2630.0,9.0,90
497645,Male,74,1,45.0,1,1-2 Year,No,47071.0,124.0,260
462456,Male,44,1,8.0,0,1-2 Year,Yes,41879.0,124.0,57
400904,Male,31,1,28.0,1,1-2 Year,No,56003.0,26.0,215
387376,Female,22,1,28.0,1,< 1 Year,No,29328.0,160.0,138
437409,Male,77,1,28.0,0,1-2 Year,Yes,33675.0,26.0,217
426330,Female,22,1,8.0,1,< 1 Year,No,38844.0,152.0,115
384099,Female,39,1,28.0,0,1-2 Year,Yes,47689.0,124.0,28
431948,Male,42,1,46.0,1,1-2 Year,No,19315.0,124.0,165
499415,Male,56,1,8.0,0,1-2 Year,Yes,40405.0,7.0,38
405255,Male,26,1,35.0,1,< 1 Year,No,31112.0,152.0,241
406983,Male,56,1,28.0,0,1-2 Year,Yes,64692.0,26.0,216
464699,Female,74,1,28.0,0,1-2 Year,Yes,76798.0,26.0,177
403192,Male,29,1,30.0,1,< 1 Year,No,24107.0,152.0,169
422024,Male,39,1,8.0,1,1-2 Year,No,33892.0,124.0,131
420445,Female,25,1,28.0,1,< 1 Year,No,25913.0,152.0,142
406645,Female,20,1,47.0,0,< 1 Year,Yes,26972.0,160.0,239
492620,Female,31,1,17.0,1,< 1 Year,No,38734.0,151.0,169
382356,Male,21,1,41.0,1,< 1 Year,No,35604.0,160.0,192
415223,Female,20,1,23.0,0,< 1 Year,Yes,2630.0,160.0,269
507272,Male,27,1,15.0,1,< 1 Year,No,27051.0,152.0,31
420416,Male,49,1,28.0,0,1-2 Year,Yes,48217.0,26.0,65
503734,Female,23,1,28.0,1,< 1 Year,No,40280.0,152.0,34
472158,Female,49,1,28.0,0,1-2 Year,Yes,43219.0,124.0,226
396316,Male,22,1,45.0,0,< 1 Year,Yes,28482.0,152.0,106
453376,Male,23,1,6.0,1,< 1 Year,No,29778.0,151.0,198
383917,Male,40,1,41.0,0,1-2 Year,Yes,19693.0,124.0,276
464805,Male,24,1,28.0,0,< 1 Year,Yes,41548.0,152.0,137
486589,Female,45,1,28.0,0,1-2 Year,Yes,33111.0,122.0,91
442438,Male,55,1,28.0,0,> 2 Years,Yes,72452.0,26.0,30
405870,Female,72,1,45.0,0,1-2 Year,Yes,2630.0,124.0,299
497859,Male,48,1,0.0,0,1-2 Year,Yes,2630.0,124.0,163
464379,Female,22,1,41.0,0,1-2 Year,Yes,42061.0,124.0,173
398606,Male,48,1,28.0,1,1-2 Year,No,52398.0,122.0,251
441685,Male,30,1,3.0,1,< 1 Year,No,2630.0,152.0,238
394197,Male,51,1,8.0,0,1-2 Year,No,32937.0,7.0,69
446252,Female,48,1,33.0,0,1-2 Year,Yes,34175.0,26.0,270
448146,Male,25,1,28.0,0,< 1 Year,Yes,75434.0,26.0,109
496230,Male,26,1,30.0,1,< 1 Year,No,29108.0,152.0,167
491235,Male,72,1,2.0,0,> 2 Years,Yes,29738.0,26.0,175
409189,Male,63,1,20.0,1,1-2 Year,No,2630.0,26.0,39
469944,Female,28,1,10.0,1,< 1 Year,No,2630.0,152.0,243
499675,Female,40,1,28.0,1,1-2 Year,No,107586.0,26.0,200
468823,Male,22,1,46.0,1,< 1 Year,No,27678.0,152.0,28
488117,Female,20,1,5.0,0,< 1 Year,Yes,31141.0,160.0,244
383390,Male,44,1,28.0,0,> 2 Years,Yes,43639.0,124.0,154
447053,Male,62,1,28.0,1,1-2 Year,No,31167.0,122.0,182
413388,Male,36,1,8.0,0,1-2 Year,Yes,36955.0,26.0,130
462526,Male,52,1,28.0,0,1-2 Year,Yes,45559.0,124.0,248
448139,Male,39,1,28.0,0,1-2 Year,Yes,30709.0,26.0,239
401393,Female,39,1,3.0,0,1-2 Year,Yes,26638.0,124.0,157
415777,Male,21,1,47.0,0,< 1 Year,Yes,34487.0,152.0,186
462826,Male,25,1,41.0,1,< 1 Year,No,36630.0,152.0,18
389340,Female,28,1,29.0,1,< 1 Year,No,29227.0,152.0,87
467969,Male,68,1,17.0,1,1-2 Year,No,48795.0,124.0,61
495887,Male,69,1,28.0,1,1-2 Year,No,37070.0,52.0,186
401315,Female,34,1,41.0,1,1-2 Year,No,19741.0,26.0,13
488956,Male,22,1,15.0,0,< 1 Year,Yes,28590.0,152.0,86
459496,Male,26,1,28.0,0,< 1 Year,No,29445.0,156.0,57
496364,Male,70,1,28.0,0,1-2 Year,Yes,2630.0,26.0,185
505259,Male,42,1,28.0,0,1-2 Year,Yes,32188.0,26.0,96
472703,Male,58,1,15.0,1,1-2 Year,No,2630.0,152.0,175
466728,Female,27,1,31.0,0,< 1 Year,Yes,2630.0,152.0,48
488953,Male,46,1,28.0,0,1-2 Year,Yes,32877.0,26.0,106
431075,Male,25,1,28.0,0,< 1 Year,Yes,61872.0,26.0,27
505482,Male,42,1,33.0,0,1-2 Year,Yes,28899.0,124.0,173
394019,Female,20,1,45.0,1,< 1 Year,No,26350.0,160.0,253
382497,Female,25,1,10.0,1,< 1 Year,No,39071.0,152.0,46
384271,Male,49,1,28.0,0,1-2 Year,Yes,42441.0,124.0,12
481531,Female,31,1,30.0,0,< 1 Year,Yes,20398.0,152.0,149
458039,Male,76,1,23.0,0,1-2 Year,Yes,2630.0,26.0,268
474533,Female,35,1,45.0,1,1-2 Year,No,2630.0,152.0,189
439701,Male,37,1,41.0,0,1-2 Year,No,97949.0,12.0,222
386904,Male,47,1,46.0,0,1-2 Year,Yes,32806.0,124.0,105
441186,Male,62,1,28.0,1,1-2 Year,No,2630.0,26.0,200
506970,Female,23,1,28.0,0,< 1 Year,Yes,16148.0,152.0,55
461289,Female,38,1,28.0,1,1-2 Year,No,40597.0,42.0,234
445891,Male,54,1,33.0,0,1-2 Year,No,32623.0,26.0,198
408986,Female,20,1,39.0,0,< 1 Year,Yes,36865.0,160.0,246
492038,Male,24,1,37.0,0,< 1 Year,Yes,16308.0,151.0,263
507830,Female,21,1,46.0,1,< 1 Year,No,26874.0,160.0,259
423189,Female,21,1,45.0,0,< 1 Year,Yes,22995.0,152.0,139
458876,Male,60,1,28.0,0,> 2 Years,Yes,42198.0,26.0,162
392060,Female,22,1,37.0,0,< 1 Year,Yes,35435.0,152.0,290
494392,Male,47,1,28.0,0,> 2 Years,Yes,54905.0,157.0,195
427035,Male,47,1,43.0,0,1-2 Year,Yes,34519.0,163.0,165
431375,Female,26,1,28.0,1,< 1 Year,No,41306.0,152.0,134
423360,Female,22,1,6.0,1,< 1 Year,No,27390.0,152.0,236
480639,Female,25,1,21.0,1,< 1 Year,No,27797.0,152.0,295
477917,Male,57,1,45.0,0,> 2 Years,Yes,30923.0,26.0,194
438600,Female,27,1,40.0,0,< 1 Year,Yes,40749.0,152.0,101
412353,Female,45,1,17.0,0,1-2 Year,Yes,2630.0,156.0,86
410561,Male,24,1,30.0,1,< 1 Year,No,24970.0,152.0,97
381580,Male,42,1,28.0,1,1-2 Year,No,26013.0,124.0,282
451907,Female,77,1,29.0,0,1-2 Year,Yes,40814.0,26.0,258
410468,Female,40,1,37.0,0,1-2 Year,Yes,2630.0,128.0,13
415576,Female,25,1,46.0,1,< 1 Year,No,32606.0,152.0,108
467772,Male,38,1,27.0,0,1-2 Year,Yes,21567.0,124.0,136
381742,Female,27,1,26.0,1,< 1 Year,No,45097.0,152.0,82
442408,Female,73,1,28.0,0,1-2 Year,Yes,45970.0,26.0,207
451338,Female,24,1,15.0,1,< 1 Year,No,37194.0,152.0,103
387665,Female,42,1,28.0,1,1-2 Year,No,33232.0,52.0,183
417193,Female,24,1,29.0,1,< 1 Year,No,22857.0,152.0,200
468938,Female,23,1,35.0,0,< 1 Year,No,2630.0,160.0,255
396431,Female,46,1,33.0,1,1-2 Year,No,31900.0,26.0,223
498130,Male,56,1,46.0,1,1-2 Year,Yes,39732.0,124.0,21
409472,Male,41,1,41.0,1,1-2 Year,No,36736.0,124.0,157
500371,Female,36,1,19.0,0,1-2 Year,Yes,31996.0,156.0,123
477225,Female,21,1,46.0,1,< 1 Year,No,33431.0,160.0,197
414210,Male,60,1,1.0,1,1-2 Year,No,2630.0,26.0,288
390041,Male,65,1,28.0,0,> 2 Years,Yes,41363.0,125.0,149
382696,Male,67,1,28.0,0,1-2 Year,Yes,33061.0,26.0,132
433582,Male,40,1,28.0,0,1-2 Year,No,27604.0,124.0,244
469715,Female,28,1,45.0,0,1-2 Year,Yes,2630.0,156.0,188
446788,Male,28,1,41.0,1,1-2 Year,No,27739.0,26.0,264
438665,Female,50,1,16.0,0,1-2 Year,No,2630.0,124.0,94
459959,Male,37,1,28.0,0,> 2 Years,Yes,45697.0,26.0,142
432051,Female,48,1,28.0,0,> 2 Years,Yes,34747.0,24.0,157
427736,Male,25,1,11.0,1,< 1 Year,No,28741.0,152.0,33
423106,Male,50,1,8.0,0,1-2 Year,Yes,45932.0,156.0,282
413899,Female,30,1,21.0,1,< 1 Year,No,30914.0,152.0,214
486608,Male,50,1,48.0,0,1-2 Year,Yes,2630.0,124.0,10
414944,Female,50,1,28.0,0,> 2 Years,Yes,28747.0,122.0,231
414299,Female,56,1,8.0,1,1-2 Year,No,47006.0,4.0,94
421658,Male,31,1,8.0,1,1-2 Year,No,2630.0,156.0,129
425939,Male,24,1,10.0,1,< 1 Year,No,28834.0,152.0,143
428786,Female,25,1,28.0,1,< 1 Year,No,35296.0,152.0,195
392278,Male,67,1,0.0,0,1-2 Year,Yes,2630.0,26.0,13
448511,Male,37,1,35.0,0,1-2 Year,Yes,30751.0,26.0,214
493729,Male,35,1,36.0,0,1-2 Year,Yes,32144.0,124.0,192
507315,Male,35,1,28.0,1,1-2 Year,No,55786.0,55.0,265
429445,Male,80,1,5.0,0,1-2 Year,Yes,24554.0,124.0,224
382962,Female,46,1,21.0,0,1-2 Year,Yes,28309.0,124.0,112
464126,Male,62,1,28.0,0,1-2 Year,Yes,61678.0,154.0,69
487801,Female,42,1,28.0,0,1-2 Year,Yes,29316.0,124.0,30
458301,Male,49,1,28.0,0,1-2 Year,No,65492.0,26.0,12
420618,Male,21,1,8.0,1,< 1 Year,No,26762.0,160.0,47
442890,Male,44,1,28.0,0,1-2 Year,Yes,2630.0,124.0,200
482227,Female,55,1,28.0,1,1-2 Year,No,46039.0,13.0,116
382099,Female,43,1,28.0,0,1-2 Year,Yes,25522.0,122.0,259
425795,Female,44,1,23.0,1,1-2 Year,No,34732.0,26.0,183
425595,Male,45,1,46.0,1,1-2 Year,No,38688.0,124.0,182
386689,Male,31,1,41.0,0,< 1 Year,Yes,25329.0,152.0,118
405437,Male,22,1,15.0,0,< 1 Year,Yes,45480.0,160.0,118
431162,Male,55,1,28.0,0,1-2 Year,Yes,47920.0,26.0,29
428254,Male,22,1,41.0,1,< 1 Year,No,31455.0,153.0,232
410709,Female,22,1,27.0,0,< 1 Year,Yes,26713.0,152.0,37
383485,Female,21,1,46.0,1,< 1 Year,No,28631.0,160.0,20
432026,Male,68,1,28.0,1,1-2 Year,No,2630.0,26.0,42
423306,Male,39,1,50.0,0,1-2 Year,No,37659.0,124.0,185
447481,Female,27,1,6.0,1,< 1 Year,No,33395.0,152.0,208
449484,Female,26,1,28.0,0,1-2 Year,Yes,33362.0,26.0,212
424447,Male,35,1,11.0,1,1-2 Year,No,22802.0,152.0,140
474577,Female,43,1,28.0,0,1-2 Year,Yes,33784.0,26.0,19
481793,Male,61,1,33.0,0,1-2 Year,Yes,29175.0,26.0,195
415350,Female,24,1,18.0,1,< 1 Year,No,32199.0,152.0,168
499508,Female,42,1,8.0,1,1-2 Year,No,31505.0,124.0,88
481529,Male,21,1,16.0,0,1-2 Year,Yes,2630.0,156.0,64
431286,Male,53,1,28.0,0,1-2 Year,Yes,2630.0,157.0,132
407887,Male,80,1,37.0,1,1-2 Year,No,32220.0,124.0,228
469088,Male,48,1,28.0,1,1-2 Year,No,32499.0,139.0,60
479246,Male,31,1,9.0,0,1-2 Year,Yes,44612.0,124.0,157
453995,Female,31,1,28.0,1,< 1 Year,No,2630.0,152.0,121
478321,Male,46,1,28.0,1,1-2 Year,No,30291.0,26.0,114
497232,Female,38,1,28.0,0,1-2 Year,No,44642.0,26.0,231
443969,Male,70,1,28.0,1,1-2 Year,No,54411.0,125.0,130
489991,Male,24,1,36.0,1,< 1 Year,No,35742.0,152.0,96
434587,Female,77,1,17.0,0,1-2 Year,Yes,28376.0,26.0,64
470082,Female,23,1,47.0,1,< 1 Year,No,32192.0,26.0,100
495074,Female,41,1,43.0,1,1-2 Year,No,2630.0,160.0,284
492043,Male,22,1,25.0,1,< 1 Year,No,30264.0,152.0,57
463291,Male,22,1,17.0,0,< 1 Year,Yes,30336.0,152.0,65
483881,Male,25,1,14.0,1,< 1 Year,No,35290.0,152.0,75
502373,Male,31,1,36.0,1,< 1 Year,No,45112.0,152.0,39
473505,Male,22,1,10.0,1,< 1 Year,No,27287.0,152.0,42
460651,Female,45,1,3.0,0,1-2 Year,No,2630.0,26.0,97
403027,Male,52,1,28.0,0,1-2 Year,Yes,35668.0,26.0,200
470043,Male,67,1,41.0,1,1-2 Year,No,40400.0,26.0,183
491510,Female,42,1,28.0,1,1-2 Year,No,30231.0,52.0,191
454652,Male,69,1,28.0,0,1-2 Year,Yes,63215.0,124.0,78
382153,Female,37,1,24.0,0,1-2 Year,Yes,2630.0,152.0,61
423824,Female,25,1,8.0,1,< 1 Year,No,2630.0,152.0,55
467212,Female,22,1,33.0,1,< 1 Year,No,35331.0,152.0,274
388436,Female,23,1,6.0,0,< 1 Year,No,20198.0,152.0,187
395216,Male,48,1,36.0,1,1-2 Year,No,2630.0,124.0,50
483201,Female,32,1,10.0,0,< 1 Year,Yes,29354.0,124.0,53
399844,Female,45,1,28.0,0,1-2 Year,No,53186.0,26.0,98
502124,Male,51,1,24.0,0,1-2 Year,Yes,35043.0,124.0,94
411323,Female,61,1,8.0,1,1-2 Year,No,48198.0,124.0,78
466763,Female,27,1,21.0,1,< 1 Year,No,28379.0,152.0,271
508019,Female,69,1,2.0,0,1-2 Year,No,18997.0,124.0,176
447451,Male,72,1,8.0,1,1-2 Year,No,67758.0,26.0,265
460638,Male,55,1,29.0,1,1-2 Year,No,2630.0,152.0,57
457256,Male,64,1,12.0,0,1-2 Year,Yes,17478.0,157.0,108
458827,Female,23,1,10.0,0,< 1 Year,Yes,31387.0,152.0,102
507579,Female,46,1,46.0,1,1-2 Year,No,26744.0,124.0,157
489662,Female,73,1,28.0,1,1-2 Year,No,29538.0,125.0,171
424820,Female,25,1,30.0,1,< 1 Year,No,33831.0,152.0,31
474573,Male,64,1,43.0,1,1-2 Year,No,34802.0,26.0,43
405755,Male,29,1,9.0,0,< 1 Year,Yes,45673.0,153.0,19
452446,Male,52,1,30.0,0,> 2 Years,Yes,2630.0,26.0,250
413883,Male,58,1,50.0,0,1-2 Year,Yes,24701.0,8.0,147
473175,Male,21,1,30.0,1,< 1 Year,No,31148.0,152.0,53
497605,Male,38,1,15.0,0,1-2 Year,Yes,22243.0,124.0,20
432038,Male,41,1,28.0,0,> 2 Years,Yes,41221.0,156.0,89
468983,Male,57,1,28.0,0,1-2 Year,Yes,39153.0,26.0,157
455462,Male,25,1,28.0,1,< 1 Year,No,30580.0,152.0,84
448075,Female,43,1,7.0,0,1-2 Year,Yes,2630.0,163.0,65
420284,Female,27,1,46.0,1,< 1 Year,No,28968.0,152.0,129
438852,Female,38,1,4.0,1,1-2 Year,Yes,21366.0,154.0,89
417147,Female,36,1,13.0,1,1-2 Year,No,25622.0,160.0,65
473742,Female,34,1,8.0,1,1-2 Year,No,29261.0,152.0,270
483152,Male,62,1,21.0,1,1-2 Year,No,26641.0,26.0,242
458931,Male,24,1,46.0,1,< 1 Year,No,26120.0,26.0,112
389948,Female,23,1,31.0,1,< 1 Year,No,2630.0,152.0,231
462738,Female,45,1,28.0,1,1-2 Year,No,33862.0,26.0,141
497492,Male,53,1,15.0,1,1-2 Year,No,26496.0,14.0,146
412024,Male,64,1,6.0,1,1-2 Year,No,38437.0,124.0,64
433871,Female,72,1,28.0,0,1-2 Year,Yes,45332.0,26.0,264
384619,Female,27,1,50.0,1,< 1 Year,No,29259.0,152.0,171
478154,Male,27,1,35.0,1,< 1 Year,No,33414.0,152.0,36
467470,Male,41,1,37.0,1,1-2 Year,No,48614.0,26.0,253
399268,Male,50,1,41.0,0,1-2 Year,Yes,34643.0,26.0,165
462815,Male,27,1,28.0,1,< 1 Year,No,29596.0,152.0,82
418357,Male,37,1,50.0,0,1-2 Year,No,2630.0,124.0,234
408444,Male,36,1,29.0,0,1-2 Year,Yes,42291.0,26.0,74
421120,Male,35,1,41.0,0,1-2 Year,Yes,2630.0,124.0,55
456928,Male,43,1,28.0,0,1-2 Year,Yes,40542.0,25.0,281
392499,Female,48,1,28.0,0,1-2 Year,Yes,41489.0,26.0,251
414709,Male,37,1,28.0,0,1-2 Year,No,2630.0,26.0,156
484165,Female,38,1,28.0,0,1-2 Year,Yes,34808.0,26.0,87
402609,Female,21,1,36.0,1,< 1 Year,Yes,33236.0,152.0,235
407213,Male,46,1,46.0,0,1-2 Year,No,30658.0,26.0,89
395999,Male,47,1,15.0,1,1-2 Year,No,42026.0,124.0,176
381249,Male,24,1,8.0,0,< 1 Year,Yes,2630.0,152.0,123
484328,Female,73,1,15.0,0,1-2 Year,Yes,19202.0,124.0,72
502632,Male,27,1,18.0,1,< 1 Year,No,22410.0,152.0,296
413579,Female,49,1,46.0,0,1-2 Year,Yes,34135.0,155.0,193
471111,Male,23,1,8.0,1,< 1 Year,No,37409.0,152.0,259
383147,Male,45,1,28.0,0,1-2 Year,Yes,39986.0,26.0,276
403340,Female,26,1,41.0,1,< 1 Year,No,35142.0,152.0,106
466506,Male,50,1,33.0,0,1-2 Year,Yes,2630.0,124.0,261
472810,Male,24,1,37.0,1,< 1 Year,No,21422.0,152.0,37
407434,Male,24,1,29.0,1,< 1 Year,No,60627.0,152.0,193
406036,Male,56,1,15.0,0,1-2 Year,Yes,26512.0,124.0,159
469281,Male,28,1,30.0,1,< 1 Year,No,31345.0,152.0,29
464832,Male,44,1,28.0,0,1-2 Year,Yes,33369.0,26.0,84
389118,Male,48,1,28.0,1,1-2 Year,No,33751.0,124.0,263
476951,Male,39,1,28.0,0,> 2 Years,Yes,2630.0,156.0,295
456470,Female,42,1,41.0,1,1-2 Year,No,31418.0,12.0,221
503293,Female,25,1,50.0,1,< 1 Year,No,30048.0,152.0,185
434088,Male,60,1,8.0,0,1-2 Year,Yes,52393.0,26.0,237
405616,Male,24,1,9.0,1,< 1 Year,No,35388.0,152.0,110
420472,Male,33,1,28.0,1,< 1 Year,No,36361.0,26.0,126
491290,Female,27,1,28.0,1,< 1 Year,No,37588.0,151.0,38
477149,Male,22,1,46.0,1,< 1 Year,No,23639.0,152.0,55
388875,Female,60,1,47.0,0,1-2 Year,Yes,33632.0,26.0,271
422448,Male,23,1,8.0,1,< 1 Year,No,36400.0,152.0,138
485921,Female,26,1,10.0,1,< 1 Year,No,30353.0,152.0,122
454604,Male,32,1,28.0,0,1-2 Year,No,30102.0,156.0,122
433677,Male,32,1,30.0,0,1-2 Year,Yes,27109.0,124.0,117
479147,Male,20,1,17.0,0,< 1 Year,Yes,33735.0,160.0,299
471018,Male,32,1,41.0,0,< 1 Year,Yes,31112.0,163.0,134
417206,Female,26,1,29.0,1,< 1 Year,No,32110.0,152.0,143
455832,Male,24,1,14.0,0,< 1 Year,Yes,24913.0,152.0,87
455372,Female,46,1,28.0,1,1-2 Year,No,2630.0,124.0,88
471248,Female,25,1,49.0,0,< 1 Year,Yes,33743.0,152.0,105
462619,Male,22,1,8.0,1,< 1 Year,No,39760.0,152.0,232
385582,Female,40,1,45.0,0,1-2 Year,Yes,25096.0,124.0,86
418101,Male,30,1,30.0,0,< 1 Year,Yes,2630.0,152.0,223
405749,Female,27,1,30.0,1,< 1 Year,No,32382.0,152.0,95
424282,Male,24,1,22.0,0,< 1 Year,Yes,2630.0,152.0,38
489230,Male,32,1,29.0,0,< 1 Year,No,2630.0,156.0,130
460759,Female,27,1,29.0,1,< 1 Year,No,56508.0,152.0,148
443408,Male,22,1,43.0,1,< 1 Year,No,34085.0,152.0,90
457540,Male,47,1,28.0,1,1-2 Year,No,35478.0,124.0,233
463593,Female,58,1,28.0,0,> 2 Years,Yes,2630.0,157.0,269
423373,Male,41,1,40.0,0,1-2 Year,Yes,2630.0,124.0,16
485052,Male,43,1,28.0,0,1-2 Year,Yes,34135.0,26.0,124
502063,Male,49,1,41.0,1,1-2 Year,Yes,45574.0,26.0,211
475397,Female,22,1,8.0,1,< 1 Year,No,33195.0,152.0,34
398223,Male,22,1,29.0,1,< 1 Year,No,33877.0,152.0,15
447237,Female,22,1,15.0,0,< 1 Year,No,40304.0,152.0,201
429144,Female,24,1,10.0,0,< 1 Year,Yes,39165.0,152.0,264
457293,Female,31,1,8.0,0,< 1 Year,No,30143.0,160.0,167
502200,Male,78,0,41.0,0,1-2 Year,Yes,58903.0,26.0,287
427670,Female,34,1,41.0,0,1-2 Year,Yes,34332.0,154.0,124
453327,Female,42,1,28.0,1,1-2 Year,No,40379.0,26.0,129
441096,Male,31,1,35.0,0,1-2 Year,Yes,2630.0,124.0,158
410480,Female,21,1,12.0,1,< 1 Year,No,47270.0,152.0,137
422332,Female,25,1,28.0,0,< 1 Year,Yes,46998.0,124.0,251
471261,Female,22,1,30.0,1,< 1 Year,No,29083.0,152.0,59
