id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage
419375,Male,50,1,28.0,1,1-2 Year,No,32066.0,23.0,243
499568,Male,56,1,29.0,0,1-2 Year,Yes,37786.0,124.0,77
441315,Female,52,1,46.0,0,1-2 Year,Yes,2630.0,157.0,157
477208,Male,64,1,28.0,0,> 2 Years,Yes,34767.0,26.0,14
430120,Female,68,1,28.0,1,1-2 Year,No,48355.0,55.0,199
430187,Male,64,1,46.0,0,1-2 Year,No,34935.0,26.0,56
464641,Female,25,1,11.0,1,< 1 Year,No,23346.0,152.0,131
433666,Female,24,1,8.0,1,< 1 Year,No,36874.0,152.0,216
423106,Male,50,1,8.0,0,1-2 Year,Yes,45932.0,156.0,282
471468,Male,34,1,32.0,1,1-2 Year,No,2630.0,152.0,170
478148,Female,28,1,41.0,1,< 1 Year,No,20223.0,152.0,216
388792,Female,42,1,28.0,0,1-2 Year,No,45342.0,26.0,39
454010,Male,25,1,15.0,0,< 1 Year,Yes,50307.0,152.0,108
473443,Female,22,1,46.0,1,< 1 Year,No,19961.0,152.0,22
485458,Male,54,1,28.0,0,1-2 Year,Yes,24581.0,26.0,47
430402,Male,30,1,8.0,1,< 1 Year,No,27390.0,152.0,190
383381,Male,54,1,28.0,0,1-2 Year,Yes,33684.0,36.0,244
426040,Male,45,1,29.0,1,1-2 Year,No,2630.0,26.0,269
427057,Female,25,1,50.0,1,< 1 Year,No,55445.0,152.0,15
440853,Male,77,1,47.0,0,1-2 Year,Yes,39214.0,26.0,21
387928,Male,20,1,22.0,0,< 1 Year,Yes,35400.0,160.0,263
504988,Male,53,1,40.0,0,1-2 Year,No,24090.0,26.0,239
436379,Female,33,1,28.0,0,1-2 Year,Yes,2630.0,124.0,164
435558,Female,35,1,24.0,0,1-2 Year,No,2630.0,160.0,58
483852,Male,45,1,30.0,1,1-2 Year,No,32659.0,26.0,216
502675,Female,32,1,41.0,0,< 1 Year,Yes,73067.0,26.0,95
459997,Female,42,1,46.0,1,1-2 Year,No,2630.0,26.0,228
431824,Female,78,1,28.0,0,1-2 Year,Yes,44762.0,26.0,140
383172,Female,47,1,28.0,0,1-2 Year,Yes,39547.0,124.0,243
490762,Female,27,1,11.0,1,< 1 Year,No,33080.0,152.0,178
461572,Male,24,1,30.0,1,< 1 Year,No,26856.0,152.0,236
482745,Male,23,1,10.0,0,< 1 Year,Yes,24475.0,151.0,111
442538,Male,21,1,3.0,1,< 1 Year,No,28296.0,152.0,100
442329,Male,35,1,15.0,0,1-2 Year,No,29854.0,152.0,71
431046,Female,43,1,28.0,0,1-2 Year,Yes,2630.0,26.0,207
486495,Female,21,1,41.0,1,< 1 Year,No,25862.0,152.0,69
469469,Female,27,1,29.0,0,< 1 Year,Yes,2630.0,26.0,81
474427,Female,65,1,48.0,0,1-2 Year,Yes,2630.0,103.0,256
403092,Female,59,1,28.0,1,1-2 Year,No,41498.0,139.0,252
414790,Male,22,1,41.0,1,< 1 Year,No,27692.0,152.0,201
489238,Male,50,1,46.0,1,1-2 Year,No,36661.0,26.0,165
418518,Male,22,1,28.0,0,< 1 Year,Yes,47507.0,122.0,274
472787,Male,23,1,15.0,0,< 1 Year,Yes,31863.0,152.0,110
396860,Female,31,1,32.0,1,< 1 Year,No,2630.0,152.0,229
493075,Female,26,1,6.0,0,< 1 Year,No,2630.0,152.0,50
409006,Male,64,1,7.0,0,1-2 Year,Yes,2630.0,160.0,209
447875,Female,27,1,36.0,1,< 1 Year,No,23775.0,152.0,139
494264,Male,21,1,30.0,1,< 1 Year,No,32007.0,160.0,39
496229,Female,61,1,28.0,0,1-2 Year,Yes,44597.0,122.0,87
488097,Male,48,1,37.0,0,> 2 Years,Yes,33159.0,26.0,262
402538,Male,28,1,47.0,0,1-2 Year,Yes,35691.0,124.0,136
387514,Female,22,1,46.0,1,< 1 Year,No,25520.0,152.0,294
426397,Male,62,1,27.0,0,1-2 Year,No,29589.0,124.0,27
496510,Male,27,1,41.0,1,< 1 Year,No,23483.0,152.0,138
387601,Male,55,1,28.0,0,1-2 Year,Yes,30996.0,26.0,198
470397,Male,48,1,28.0,1,1-2 Year,No,33997.0,26.0,37
501051,Male,39,1,45.0,0,1-2 Year,Yes,42888.0,26.0,265
412751,Female,67,1,35.0,1,1-2 Year,No,28805.0,25.0,281
471778,Male,36,1,28.0,0,1-2 Year,Yes,31356.0,26.0,214
499667,Female,31,1,15.0,1,< 1 Year,No,25279.0,152.0,60
507824,Female,25,1,18.0,1,< 1 Year,No,23499.0,152.0,71
483525,Male,28,1,33.0,1,< 1 Year,No,44548.0,152.0,155
496880,Female,29,1,41.0,1,1-2 Year,No,28785.0,124.0,85
503527,Female,25,1,2.0,1,< 1 Year,No,33531.0,152.0,103
437628,Male,26,1,28.0,0,< 1 Year,Yes,44248.0,26.0,235
434401,Female,31,1,8.0,0,< 1 Year,No,20515.0,152.0,280
461513,Female,25,1,28.0,0,1-2 Year,Yes,45836.0,124.0,146
437157,Female,24,1,13.0,0,< 1 Year,Yes,27872.0,152.0,120
475151,Male,41,1,15.0,1,1-2 Year,No,27994.0,155.0,93
403518,Female,31,1,28.0,0,1-2 Year,Yes,55856.0,124.0,271
495378,Male,76,1,48.0,1,1-2 Year,No,2630.0,124.0,174
493467,Female,42,1,28.0,0,1-2 Year,Yes,33011.0,26.0,164
462358,Male,23,1,45.0,0,< 1 Year,Yes,2630.0,152.0,197
488009,Male,53,1,8.0,0,1-2 Year,Yes,53832.0,26.0,167
413310,Male,45,1,28.0,1,1-2 Year,No,69629.0,124.0,257
445860,Female,23,1,47.0,1,< 1 Year,No,43553.0,152.0,140
409183,Female,27,1,46.0,1,< 1 Year,No,25960.0,152.0,38
394667,Male,67,1,8.0,1,1-2 Year,No,35868.0,26.0,123
488252,Female,72,1,28.0,1,1-2 Year,No,40596.0,26.0,230
445891,Male,54,1,33.0,0,1-2 Year,No,32623.0,26.0,198
393226,Male,72,1,28.0,1,1-2 Year,No,41065.0,26.0,81
482679,Female,22,1,15.0,1,< 1 Year,Yes,24096.0,152.0,131
458606,Female,41,1,8.0,1,1-2 Year,No,2630.0,78.0,27
461451,Female,21,1,35.0,0,< 1 Year,Yes,33268.0,160.0,71
420809,Female,30,1,8.0,0,< 1 Year,No,54370.0,152.0,211
452019,Female,22,1,8.0,1,< 1 Year,No,48040.0,152.0,272
507019,Male,27,1,50.0,1,< 1 Year,No,30342.0,152.0,239
423855,Male,60,1,28.0,0,1-2 Year,Yes,50669.0,152.0,299
477901,Female,46,1,28.0,0,1-2 Year,Yes,2630.0,122.0,229
452567,Female,35,1,8.0,1,1-2 Year,No,30823.0,152.0,77
445426,Male,68,1,3.0,0,> 2 Years,Yes,23886.0,26.0,284
462815,Male,27,1,28.0,1,< 1 Year,No,29596.0,152.0,82
502749,Female,25,1,28.0,0,< 1 Year,Yes,51334.0,124.0,159
441190,Female,35,1,41.0,0,> 2 Years,Yes,2630.0,156.0,203
437291,Male,40,1,28.0,0,1-2 Year,Yes,33150.0,13.0,83
432511,Male,22,1,30.0,0,1-2 Year,Yes,2630.0,156.0,35
432699,Male,21,1,28.0,0,< 1 Year,No,41088.0,160.0,70
421872,Male,40,1,14.0,0,1-2 Year,Yes,33496.0,124.0,41
474457,Male,26,1,15.0,0,< 1 Year,Yes,34152.0,152.0,61
480769,Male,44,1,29.0,1,1-2 Year,No,2630.0,26.0,62
424600,Male,23,1,28.0,0,< 1 Year,No,44565.0,152.0,237
425203,Female,22,1,33.0,1,< 1 Year,No,41609.0,152.0,165
427670,Female,34,1,41.0,0,1-2 Year,Yes,34332.0,154.0,124
452713,Male,48,1,28.0,0,1-2 Year,Yes,31980.0,122.0,102
501646,Female,72,1,28.0,1,1-2 Year,No,24275.0,124.0,18
381761,Male,27,1,15.0,0,< 1 Year,Yes,31623.0,152.0,143
430398,Female,23,1,46.0,1,< 1 Year,No,35646.0,152.0,58
391174,Female,22,1,28.0,1,< 1 Year,No,69856.0,152.0,268
410803,Female,39,1,28.0,0,1-2 Year,Yes,27466.0,150.0,145
388634,Female,49,1,47.0,0,1-2 Year,Yes,35553.0,124.0,165
462456,Male,44,1,8.0,0,1-2 Year,Yes,41879.0,124.0,57
504887,Male,76,1,28.0,0,1-2 Year,Yes,36497.0,26.0,247
475834,Male,26,1,33.0,1,< 1 Year,No,32566.0,152.0,245
420284,Female,27,1,46.0,1,< 1 Year,No,28968.0,152.0,129
474952,Female,26,1,46.0,1,< 1 Year,No,33178.0,160.0,35
442798,Male,25,1,16.0,1,< 1 Year,No,23018.0,152.0,147
407887,Male,80,1,37.0,1,1-2 Year,No,32220.0,124.0,228
402189,Male,72,1,29.0,0,1-2 Year,Yes,39617.0,26.0,36
463629,Male,57,1,29.0,0,1-2 Year,Yes,39929.0,26.0,38
388157,Male,22,1,46.0,0,< 1 Year,No,25441.0,154.0,117
390317,Female,21,1,28.0,0,< 1 Year,Yes,38523.0,152.0,255
392351,Female,26,1,28.0,1,< 1 Year,No,2630.0,151.0,91
448601,Female,64,1,28.0,1,1-2 Year,No,35142.0,124.0,220
476211,Female,44,1,36.0,0,1-2 Year,Yes,29649.0,29.0,178
456449,Female,51,1,24.0,0,1-2 Year,Yes,33135.0,156.0,95
497049,Male,20,1,41.0,1,< 1 Year,Yes,2630.0,160.0,19
450286,Male,41,1,28.0,0,1-2 Year,Yes,42485.0,26.0,63
477859,Male,72,1,28.0,0,1-2 Year,Yes,42314.0,26.0,212
416403,Male,31,1,28.0,1,< 1 Year,No,46303.0,151.0,286
441685,Male,30,1,3.0,1,< 1 Year,No,2630.0,152.0,238
461291,Male,65,1,41.0,1,1-2 Year,Yes,46053.0,26.0,96
396852,Male,42,1,15.0,0,1-2 Year,Yes,27433.0,124.0,20
415645,Female,21,1,13.0,1,< 1 Year,Yes,22127.0,160.0,68
436965,Male,47,1,28.0,0,1-2 Year,Yes,26608.0,23.0,145
383923,Male,56,1,35.0,1,< 1 Year,No,2630.0,1.0,265
437074,Male,23,1,46.0,0,< 1 Year,No,37895.0,163.0,59
489124,Male,58,1,43.0,1,1-2 Year,No,2630.0,26.0,185
464187,Female,63,1,28.0,0,1-2 Year,Yes,28543.0,26.0,220
391867,Male,39,1,28.0,1,1-2 Year,No,77169.0,26.0,282
503246,Female,37,1,28.0,0,1-2 Year,Yes,39831.0,26.0,25
387870,Female,21,1,7.0,1,< 1 Year,No,2630.0,160.0,67
404650,Male,51,1,36.0,0,1-2 Year,No,45586.0,124.0,182
438591,Male,49,1,28.0,0,> 2 Years,Yes,73490.0,26.0,14
418531,Female,25,1,46.0,1,< 1 Year,No,39501.0,152.0,272
423328,Male,47,1,36.0,0,1-2 Year,Yes,2630.0,26.0,137
461444,Male,44,1,41.0,0,1-2 Year,Yes,22101.0,30.0,79
487976,Female,44,1,28.0,1,1-2 Year,No,36277.0,122.0,286
424019,Female,31,1,8.0,1,< 1 Year,No,25111.0,152.0,11
424659,Female,24,1,50.0,1,< 1 Year,No,28963.0,152.0,181
492013,Female,48,1,19.0,0,1-2 Year,Yes,37861.0,26.0,219
474662,Male,25,1,16.0,1,< 1 Year,No,26190.0,152.0,192
455989,Female,67,1,11.0,0,1-2 Year,Yes,2630.0,157.0,133
426634,Male,64,1,41.0,0,1-2 Year,Yes,43426.0,26.0,157
453381,Female,52,1,3.0,1,1-2 Year,Yes,2630.0,154.0,56
389078,Female,67,1,33.0,1,1-2 Year,No,30415.0,26.0,157
456040,Male,47,1,28.0,1,1-2 Year,No,34270.0,124.0,67
493667,Male,60,1,11.0,0,1-2 Year,Yes,39160.0,26.0,215
478149,Female,44,1,41.0,0,1-2 Year,No,33205.0,124.0,59
447481,Female,27,1,6.0,1,< 1 Year,No,33395.0,152.0,208
427102,Male,29,1,25.0,0,1-2 Year,Yes,2630.0,156.0,167
464765,Male,43,1,28.0,0,1-2 Year,Yes,37242.0,30.0,223
458421,Male,24,1,25.0,1,< 1 Year,No,29297.0,152.0,49
420923,Female,40,1,8.0,0,1-2 Year,Yes,38059.0,25.0,281
436751,Male,24,1,41.0,1,< 1 Year,No,23315.0,152.0,225
400949,Male,61,1,28.0,0,> 2 Years,Yes,52181.0,26.0,149
418484,Female,25,1,45.0,1,< 1 Year,No,23791.0,152.0,167
410205,Male,38,1,41.0,0,1-2 Year,Yes,2630.0,26.0,252
467715,Female,24,1,8.0,1,< 1 Year,No,33205.0,152.0,26
438299,Female,29,1,28.0,0,< 1 Year,Yes,41196.0,154.0,223
497935,Male,23,1,28.0,0,1-2 Year,Yes,35295.0,156.0,27
501119,Male,44,1,28.0,1,1-2 Year,No,49082.0,26.0,258
440044,Female,45,1,35.0,0,1-2 Year,Yes,45638.0,124.0,152
398752,Female,20,1,35.0,0,< 1 Year,No,29816.0,160.0,176
443797,Female,43,1,18.0,0,1-2 Year,Yes,29014.0,124.0,203
381427,Female,26,1,41.0,1,< 1 Year,No,23500.0,152.0,127
431754,Male,29,1,41.0,1,< 1 Year,No,30895.0,152.0,123
456548,Male,71,1,36.0,0,1-2 Year,Yes,47853.0,26.0,86
397841,Male,24,1,33.0,0,< 1 Year,Yes,2630.0,152.0,191
488762,Female,21,1,3.0,1,< 1 Year,No,22836.0,152.0,235
486603,Male,66,1,39.0,0,1-2 Year,Yes,33481.0,26.0,86
412904,Male,45,1,8.0,1,1-2 Year,No,2630.0,124.0,184
434565,Female,43,1,43.0,0,1-2 Year,Yes,44377.0,124.0,41
462618,Female,73,1,28.0,0,> 2 Years,Yes,2630.0,157.0,299
461592,Female,49,1,28.0,1,1-2 Year,No,47001.0,124.0,197
461419,Female,53,1,8.0,0,1-2 Year,No,43678.0,124.0,232
408444,Male,36,1,29.0,0,1-2 Year,Yes,42291.0,26.0,74
477442,Male,49,1,46.0,1,1-2 Year,No,2630.0,124.0,228
382650,Female,25,1,2.0,0,< 1 Year,No,25443.0,152.0,271
422356,Male,43,1,28.0,0,1-2 Year,Yes,53876.0,26.0,192
455860,Female,26,1,12.0,1,< 1 Year,No,31785.0,152.0,225
422024,Male,39,1,8.0,1,1-2 Year,No,33892.0,124.0,131
441133,Male,70,1,8.0,0,1-2 Year,Yes,2630.0,26.0,103
402271,Male,21,1,8.0,1,< 1 Year,No,37195.0,160.0,173
434884,Male,21,1,26.0,1,< 1 Year,No,2630.0,160.0,299
414292,Male,47,1,28.0,0,1-2 Year,Yes,30010.0,124.0,192
410709,Female,22,1,27.0,0,< 1 Year,Yes,26713.0,152.0,37
491670,Male,31,1,18.0,0,1-2 Year,No,2630.0,124.0,42
427604,Female,56,1,29.0,0,1-2 Year,Yes,45879.0,124.0,218
506919,Male,46,1,28.0,0,> 2 Years,Yes,48496.0,122.0,237
412506,Male,21,1,47.0,0,< 1 Year,Yes,29119.0,160.0,58
420810,Female,23,1,32.0,0,< 1 Year,Yes,46423.0,152.0,81
439238,Female,47,1,28.0,0,1-2 Year,Yes,39994.0,124.0,179
501714,Female,30,1,23.0,1,1-2 Year,No,19945.0,124.0,152
478172,Male,73,1,2.0,1,1-2 Year,No,29065.0,124.0,196
483455,Female,44,1,27.0,0,1-2 Year,Yes,2630.0,156.0,261
399774,Female,54,1,50.0,0,1-2 Year,No,28223.0,8.0,271
383048,Female,28,1,4.0,1,< 1 Year,No,25944.0,152.0,243
433407,Male,26,1,8.0,1,< 1 Year,No,27479.0,152.0,91
397510,Male,30,1,15.0,0,< 1 Year,Yes,45944.0,124.0,137
388436,Female,23,1,6.0,0,< 1 Year,No,20198.0,152.0,187
404651,Male,32,1,2.0,1,< 1 Year,Yes,32899.0,152.0,72
497034,Female,27,1,28.0,0,1-2 Year,Yes,38326.0,26.0,152
426564,Male,59,1,8.0,1,1-2 Year,No,58782.0,124.0,209
396736,Male,50,1,41.0,0,1-2 Year,Yes,28170.0,124.0,225
462296,Male,41,1,11.0,0,1-2 Year,Yes,24273.0,26.0,258
410174,Female,25,1,6.0,1,< 1 Year,No,21423.0,152.0,60
420603,Male,44,1,41.0,1,1-2 Year,No,27322.0,152.0,177
491325,Male,49,1,35.0,0,1-2 Year,Yes,58054.0,26.0,163
474336,Female,22,1,37.0,0,< 1 Year,Yes,2630.0,152.0,45
480163,Male,28,1,28.0,1,1-2 Year,Yes,2630.0,156.0,72
450077,Female,36,1,18.0,0,1-2 Year,No,31289.0,26.0,109
489036,Male,31,1,28.0,0,< 1 Year,Yes,30996.0,152.0,126
403653,Male,30,1,29.0,1,< 1 Year,No,18954.0,152.0,229
402807,Female,72,1,28.0,1,1-2 Year,No,23532.0,124.0,265
420278,Female,22,1,17.0,0,< 1 Year,Yes,28862.0,152.0,181
476199,Male,21,1,50.0,0,< 1 Year,Yes,49857.0,160.0,154
462178,Female,23,1,29.0,1,< 1 Year,No,30980.0,152.0,99
442839,Male,51,1,47.0,0,1-2 Year,Yes,46593.0,26.0,243
459685,Male,75,1,28.0,0,1-2 Year,Yes,33460.0,26.0,67
498252,Female,36,1,41.0,0,1-2 Year,Yes,45325.0,152.0,197
472103,Male,44,1,28.0,0,1-2 Year,Yes,68395.0,122.0,134
471365,Female,24,1,30.0,1,< 1 Year,No,31211.0,152.0,149
458208,Female,46,1,28.0,0,1-2 Year,Yes,33996.0,124.0,125
399812,Female,29,1,28.0,1,< 1 Year,No,2630.0,152.0,135
502991,Male,52,1,38.0,0,1-2 Year,Yes,2630.0,156.0,16
464699,Female,74,1,28.0,0,1-2 Year,Yes,76798.0,26.0,177
417100,Male,38,1,28.0,0,1-2 Year,Yes,38486.0,124.0,110
412503,Male,29,1,41.0,1,< 1 Year,No,25740.0,152.0,17
476844,Female,25,1,2.0,0,< 1 Year,No,43957.0,152.0,32
483802,Female,34,1,41.0,1,1-2 Year,No,28572.0,124.0,278
458507,Female,46,1,28.0,1,1-2 Year,No,36041.0,60.0,43
383557,Male,31,1,35.0,0,< 1 Year,Yes,37555.0,152.0,115
464083,Female,33,1,24.0,0,1-2 Year,Yes,29951.0,31.0,102
465832,Female,22,1,28.0,0,< 1 Year,Yes,41069.0,152.0,15
480477,Male,22,1,42.0,1,< 1 Year,No,40232.0,160.0,57
495105,Female,23,1,45.0,1,< 1 Year,No,22233.0,152.0,215
391203,Male,28,1,33.0,1,< 1 Year,No,2630.0,152.0,280
413694,Male,48,1,4.0,1,1-2 Year,No,31356.0,154.0,221
421515,Male,36,1,28.0,0,1-2 Year,No,52922.0,60.0,197
411278,Female,28,1,15.0,0,< 1 Year,No,33296.0,151.0,206
468211,Male,42,1,14.0,0,1-2 Year,Yes,27079.0,124.0,218
409533,Female,44,1,28.0,0,1-2 Year,Yes,50765.0,124.0,144
456476,Male,46,1,3.0,0,1-2 Year,Yes,26391.0,26.0,43
466820,Male,22,1,26.0,1,< 1 Year,No,27505.0,152.0,174
403365,Female,21,1,32.0,0,< 1 Year,Yes,37874.0,160.0,200
406176,Female,65,1,28.0,0,> 2 Years,Yes,28942.0,55.0,140
386538,Female,21,1,28.0,0,< 1 Year,Yes,28118.0,152.0,220
477311,Male,49,1,28.0,0,1-2 Year,Yes,59801.0,124.0,33
413640,Female,26,1,15.0,0,< 1 Year,No,2630.0,152.0,251
406983,Male,56,1,28.0,0,1-2 Year,Yes,64692.0,26.0,216
441014,Female,38,1,31.0,0,1-2 Year,Yes,2630.0,124.0,22
503544,Male,58,1,28.0,0,1-2 Year,Yes,50321.0,124.0,105
463139,Male,25,1,15.0,1,< 1 Year,No,35762.0,160.0,15
477735,Male,62,1,30.0,0,1-2 Year,Yes,22328.0,124.0,233
429863,Female,36,1,5.0,0,1-2 Year,Yes,27368.0,156.0,296
449649,Male,27,1,15.0,0,< 1 Year,Yes,33351.0,152.0,60
497227,Female,26,1,12.0,1,< 1 Year,No,22451.0,26.0,84
506910,Female,36,1,28.0,0,> 2 Years,Yes,33660.0,124.0,260
504413,Male,26,1,30.0,0,< 1 Year,Yes,34273.0,160.0,16
427833,Female,28,1,49.0,1,1-2 Year,No,22344.0,128.0,140
474239,Female,26,1,28.0,1,< 1 Year,No,27909.0,152.0,61
445848,Female,31,1,50.0,1,< 1 Year,No,33938.0,152.0,141
472735,Male,38,1,46.0,0,1-2 Year,Yes,2630.0,157.0,256
422982,Female,23,1,28.0,1,< 1 Year,No,43117.0,152.0,266
407853,Male,21,1,15.0,0,< 1 Year,Yes,28124.0,160.0,270
393201,Female,60,1,28.0,0,1-2 Year,Yes,48337.0,26.0,272
496657,Female,42,1,28.0,0,1-2 Year,Yes,37395.0,26.0,40
501860,Male,32,1,39.0,1,< 1 Year,No,30850.0,152.0,42
455414,Female,60,1,28.0,1,1-2 Year,No,39614.0,26.0,249
486150,Female,34,1,7.0,0,1-2 Year,No,40809.0,124.0,220
471290,Male,51,1,28.0,0,1-2 Year,Yes,41251.0,26.0,224
387958,Male,61,1,3.0,0,1-2 Year,Yes,2630.0,124.0,196
507315,Male,35,1,28.0,1,1-2 Year,No,55786.0,55.0,265
427181,Male,22,1,33.0,1,< 1 Year,No,24703.0,152.0,243
